fid,iid,cid,PC1,PC2,PC3,PC4,PC5,PC6,percent.mt,CDC37
NA20531,NA20531,985,-0.0383943,0.0448953,-0.21774,-0.0823379,-0.0598276,0.0214,0.7612787406266414,0.0
HG01766,HG01766,986,-0.0171831,-0.142198,-0.204733,-0.10007,0.039118,0.195759,0.8732667484725699,0.0
HG00129,HG00129,987,-0.0485976,-0.00237654,0.086968,-0.108024,0.00436165,-0.0286327,0.4390312544233394,1.0
HG00373,HG00373,988,-0.0546293,-0.0768373,-0.114226,0.043957,0.180217,-0.166841,0.1058806549391333,0.0
HG01513,HG01513,989,-0.0247148,-0.0359307,0.0133364,-0.0419892,-0.00987428,0.0282169,0.6075795643255273,0.0
NA20506,NA20506,990,-0.0349814,-0.114181,0.115726,-0.0489657,0.0491253,-0.0383884,0.6336033389048069,0.0
NA12058,NA12058,991,-0.0616015,0.0480476,0.0478979,-0.0783481,-0.0443173,0.042133,0.311554706855299,0.0
HG00337,HG00337,992,0.130059,-0.167487,0.0361777,-0.157907,0.0120185,0.0597766,0.5628181341977544,0.0
NA12717,NA12717,993,-0.0517463,-0.101771,0.0393673,0.0851803,-0.0545942,0.104938,0.9832330385885854,0.0
NA12006,NA12006,994,-0.0724132,0.163063,0.0619221,-0.0503014,-0.0148985,-0.0233177,0.3361884764259147,0.0
NA12282,NA12282,995,-0.0689231,0.112057,0.0689753,-0.120515,-0.0528392,0.0452239,0.0189426788049152,1.0
HG00366,HG00366,996,-0.0667231,-0.0450772,-0.0374235,0.152762,0.112587,-0.0854718,0.2472366115809469,1.0
HG00308,HG00308,997,-0.0817021,0.0931623,-0.112903,0.0716068,-0.00341533,0.164967,0.4408422208871196,0.0
HG01513,HG01513,998,-0.0247148,-0.0359307,0.0133364,-0.0419892,-0.00987428,0.0282169,0.3178319633910575,4.0
NA12761,NA12761,999,-0.0721329,0.0635604,0.112819,-3.41985e-05,-0.00318633,-0.0396784,0.4489474851626978,0.0
NA12154,NA12154,1000,-0.0616887,-0.0467905,0.0665983,0.0234178,-0.00023094,0.00283652,0.3955726931886342,0.0
NA12775,NA12775,1001,-0.0619432,-0.075063,0.0902924,0.082639,0.1048,-0.0613434,0.897983364258074,2.0
NA20514,NA20514,1002,0.175195,0.0122437,-0.0332475,0.0776564,0.0712866,-0.0487785,0.263343125243994,0.0
HG00183,HG00183,1003,0.0390293,0.0493622,-0.283514,0.088995,-0.0557012,-0.271591,0.738588218230366,0.0
HG00379,HG00379,1004,-0.0550815,0.00508993,0.0246167,0.0694473,-0.0409467,0.0480571,0.3550798750836565,1.0
NA11840,NA11840,1005,-0.0724317,0.12983,0.0917499,-0.0542542,-0.0543718,-0.0639938,0.423719249506516,0.0
HG00362,HG00362,1006,0.100662,-0.036772,0.0339203,-0.191777,0.182583,0.179047,0.4952798215866379,1.0
HG00379,HG00379,1007,-0.0550815,0.00508993,0.0246167,0.0694473,-0.0409467,0.0480571,0.0150213745177983,0.0
HG00350,HG00350,1008,-0.0438771,-0.090341,0.0601135,0.00485814,-0.113182,0.0286259,0.4445859427390225,0.0
HG00110,HG00110,1009,-0.0615003,-0.0103558,0.0819382,0.121776,-0.0347167,0.0152534,0.3285874963186889,0.0
HG01699,HG01699,1010,-0.095075,0.142955,-0.0189163,-0.014877,0.0473177,0.01698,0.4925529782691225,0.0
HG00110,HG00110,1011,-0.0615003,-0.0103558,0.0819382,0.121776,-0.0347167,0.0152534,0.8562987412766777,0.0
HG00183,HG00183,1012,0.0390293,0.0493622,-0.283514,0.088995,-0.0557012,-0.271591,0.3991514961184935,0.0
NA12154,NA12154,1013,-0.0616887,-0.0467905,0.0665983,0.0234178,-0.00023094,0.00283652,0.3746103795387258,0.0
HG02215,HG02215,1014,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.3877904793037134,0.0
HG01699,HG01699,1015,-0.095075,0.142955,-0.0189163,-0.014877,0.0473177,0.01698,0.0732555050356706,0.0
NA20815,NA20815,1016,0.213486,-0.00425593,-0.16849,-0.000945029,-0.115203,0.087417,0.7663822494761959,0.0
NA12004,NA12004,1017,-0.0578375,-0.0123527,0.108871,-0.0423192,-0.030312,-0.0295321,0.1246552644256295,0.0
NA20587,NA20587,1018,-0.0655376,-0.0169823,-0.205379,-0.0807323,0.0621147,0.0205377,0.1821962644628524,1.0
HG01619,HG01619,1019,-0.0507085,-0.0471243,0.0831343,-0.176431,-0.0129744,0.0695195,0.1611653623600358,1.0
HG00110,HG00110,1020,-0.0615003,-0.0103558,0.0819382,0.121776,-0.0347167,0.0152534,0.8656936940432632,0.0
NA20525,NA20525,1021,-0.0604244,-0.146875,0.0497016,0.169142,0.0318099,0.0778058,0.7984484710849994,0.0
HG00173,HG00173,1022,-0.0547659,-0.121379,-0.00686053,-0.104077,0.00537518,0.146382,0.6052069797156495,1.0
HG00128,HG00128,1023,0.0133757,0.1357,-0.0413486,-0.150738,-0.0462387,0.0636872,0.8109008886951014,0.0
HG01700,HG01700,1024,-0.080625,-0.0932277,-0.303972,-0.0140706,0.256449,-0.0508315,0.1549333126343413,0.0
HG00260,HG00260,1025,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.0445351467957391,0.0
HG02239,HG02239,1026,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.6507571117925999,1.0
NA07357,NA07357,1027,0.240723,-0.016191,0.0865395,-0.0537512,-0.0165444,-0.189756,0.388552265938574,0.0
NA20515,NA20515,1028,-0.0407623,-0.151595,0.122369,-0.101398,-0.0282697,-0.0777949,0.6191022263694212,0.0
HG01625,HG01625,1029,-0.0427423,-0.106628,0.0379249,-0.0258646,0.00684457,-0.114104,0.5292197864630306,0.0
NA11995,NA11995,1030,0.0145378,-0.193289,0.0523685,-0.156135,-0.0432029,0.113223,0.8935289592132214,0.0
HG01757,HG01757,1031,0.0166321,0.19066,0.0411253,-0.0180006,0.010614,-0.0325474,0.618951493244681,0.0
HG02239,HG02239,1032,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.5179785983027657,0.0
HG00112,HG00112,1033,-0.0649857,-0.0721975,0.0930989,0.096849,0.102201,-0.0109156,0.0364071943252574,0.0
HG01630,HG01630,1034,-0.0463429,-0.0514446,0.0167619,0.186189,-0.034876,-0.000161664,0.684649265751875,1.0
NA20525,NA20525,1035,-0.0604244,-0.146875,0.0497016,0.169142,0.0318099,0.0778058,0.659912995939212,1.0
HG00257,HG00257,1036,0.226051,0.178814,-0.0190135,0.104823,-0.135627,-0.00680127,0.8740783907871398,1.0
HG00149,HG00149,1037,-0.0854448,0.113881,0.0392969,-0.00987574,0.0650653,-0.0853253,0.4888207170465952,0.0
HG01679,HG01679,1038,0.12125,0.0567451,-0.013786,0.015252,0.249288,-0.0552859,0.3790063204531646,0.0
HG00278,HG00278,1039,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.8019583299584618,1.0
HG00362,HG00362,1040,0.100662,-0.036772,0.0339203,-0.191777,0.182583,0.179047,0.0939449792176859,1.0
HG00271,HG00271,1041,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.5538950928690202,0.0
NA12154,NA12154,1042,-0.0616887,-0.0467905,0.0665983,0.0234178,-0.00023094,0.00283652,0.3746103795387258,0.0
HG00235,HG00235,1043,0.0702569,0.0543347,-0.210826,0.0834999,-0.285695,-0.195144,0.1120621032673437,0.0
HG01694,HG01694,1044,0.23687,-0.0583204,-0.0790984,0.0770998,-0.0200624,0.0370989,0.8100438011916491,0.0
HG00379,HG00379,1045,-0.0550815,0.00508993,0.0246167,0.0694473,-0.0409467,0.0480571,0.947543943282513,1.0
HG02215,HG02215,1046,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.3224878489173151,0.0
HG01781,HG01781,1047,0.199429,-0.0480964,0.136584,-0.139517,0.116816,-0.020169,0.8027291368382544,0.0
HG00243,HG00243,1048,-0.0168739,0.0768952,-0.00292851,-0.0261252,-0.044684,0.100262,0.500973676169581,0.0
NA20832,NA20832,1049,0.0156503,-0.0859207,-0.368896,0.0170902,0.111468,0.096163,0.5603655261449423,0.0
HG01694,HG01694,1050,0.23687,-0.0583204,-0.0790984,0.0770998,-0.0200624,0.0370989,0.334420130147153,0.0
NA12006,NA12006,1051,-0.0724132,0.163063,0.0619221,-0.0503014,-0.0148985,-0.0233177,0.2850009798732545,0.0
HG00244,HG00244,1052,-0.0673212,0.0153288,0.104511,0.00960455,0.0934578,-0.142927,0.1759085512676976,0.0
NA20832,NA20832,1053,0.0156503,-0.0859207,-0.368896,0.0170902,0.111468,0.096163,0.6885039182251557,0.0
HG00310,HG00310,1054,-0.0923398,0.129945,0.0317511,0.0836995,-0.0820364,0.0789914,0.7434231224196975,0.0
HG00129,HG00129,1055,-0.0485976,-0.00237654,0.086968,-0.108024,0.00436165,-0.0286327,0.6602622776960134,0.0
HG02215,HG02215,1056,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.3520863407408636,0.0
NA12058,NA12058,1057,-0.0616015,0.0480476,0.0478979,-0.0783481,-0.0443173,0.042133,0.8208015855671994,0.0
HG00118,HG00118,1058,-0.0199218,0.0961853,0.0194594,-0.0229203,0.0108803,-0.188245,0.5453683610634212,1.0
HG00306,HG00306,1059,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.0412498491311202,0.0
HG00118,HG00118,1060,-0.0199218,0.0961853,0.0194594,-0.0229203,0.0108803,-0.188245,0.9712857605581888,0.0
HG00260,HG00260,1061,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.3035213099845845,0.0
HG00260,HG00260,1062,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.935032930160827,0.0
HG00335,HG00335,1063,-0.0696134,0.116788,0.0576217,0.00498598,0.0176672,-0.0125792,0.1493987478033901,0.0
HG00105,HG00105,1064,-0.046003,-0.0489659,-0.0383098,-0.0214254,-0.00719964,-0.050519,0.4633078722253531,0.0
HG01630,HG01630,1065,-0.0463429,-0.0514446,0.0167619,0.186189,-0.034876,-0.000161664,0.350090703153923,0.0
HG01678,HG01678,1066,-0.0569931,-0.0415254,0.0622392,-0.0242724,-0.0817304,0.00388884,0.2220375635063843,1.0
HG00128,HG00128,1067,0.0133757,0.1357,-0.0413486,-0.150738,-0.0462387,0.0636872,0.3654839985457414,0.0
HG00365,HG00365,1068,-0.0738082,0.0718821,0.0154645,0.115498,-0.0636203,0.152563,0.1411416940966342,0.0
HG00371,HG00371,1069,0.279181,0.0181408,0.0292064,0.00501127,0.19155,0.284802,0.1281669073298023,0.0
NA12878,NA12878,1070,-0.0532884,-0.0974422,0.125766,0.0232287,0.0138927,-0.011828,0.1585381411148158,1.0
NA20514,NA20514,1071,0.175195,0.0122437,-0.0332475,0.0776564,0.0712866,-0.0487785,0.0600721463607213,1.0
HG00110,HG00110,1072,-0.0615003,-0.0103558,0.0819382,0.121776,-0.0347167,0.0152534,0.2328040395606405,0.0
HG01697,HG01697,1073,0.0477548,-0.19984,0.0157704,0.108891,-0.170609,-0.0180724,0.6657769457179727,0.0
HG00257,HG00257,1074,0.226051,0.178814,-0.0190135,0.104823,-0.135627,-0.00680127,0.941976781954866,0.0
HG01615,HG01615,1075,-0.077007,0.0942175,0.00732509,-0.0569762,-0.103013,0.0928592,0.8068057931039031,1.0
NA20767,NA20767,1076,0.0473759,-0.0643776,-0.0161766,-0.238835,-0.195075,-0.0915127,0.3393153956807824,0.0
NA12004,NA12004,1077,-0.0578375,-0.0123527,0.108871,-0.0423192,-0.030312,-0.0295321,0.9242111778394844,0.0
HG01781,HG01781,1078,0.199429,-0.0480964,0.136584,-0.139517,0.116816,-0.020169,0.8519107227536962,0.0
HG00366,HG00366,1079,-0.0667231,-0.0450772,-0.0374235,0.152762,0.112587,-0.0854718,0.7944746602574904,0.0
HG01781,HG01781,1080,0.199429,-0.0480964,0.136584,-0.139517,0.116816,-0.020169,0.95097707467427,0.0
HG00334,HG00334,1081,0.0930798,0.0117403,0.0728376,-0.12399,-0.000393564,0.036411,0.6906745339648476,1.0
NA11892,NA11892,1082,-0.02721,0.00699779,0.0682383,0.0874065,-0.0778205,-0.0551543,0.8109417532562905,0.0
HG00308,HG00308,1083,-0.0817021,0.0931623,-0.112903,0.0716068,-0.00341533,0.164967,0.3758568512141321,0.0
HG01518,HG01518,1084,0.00838976,0.0732582,0.116506,0.0385673,0.0729714,0.0457922,0.2945133290950031,3.0
HG00105,HG00105,1085,-0.046003,-0.0489659,-0.0383098,-0.0214254,-0.00719964,-0.050519,0.1751106209820596,0.0
HG00278,HG00278,1086,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.3808209207888262,0.0
HG01521,HG01521,1087,-0.0350089,-0.0477871,0.0565616,-0.123681,0.0320267,-0.118881,0.8184513497982343,0.0
HG01625,HG01625,1088,-0.0427423,-0.106628,0.0379249,-0.0258646,0.00684457,-0.114104,0.5308642740064009,0.0
HG00128,HG00128,1089,0.0133757,0.1357,-0.0413486,-0.150738,-0.0462387,0.0636872,0.9072120946124552,0.0
NA11920,NA11920,1090,0.154122,-0.0142864,0.0476777,0.0931472,0.05589,0.0874918,0.980758040770116,0.0
NA20587,NA20587,1091,-0.0655376,-0.0169823,-0.205379,-0.0807323,0.0621147,0.0205377,0.297463037215438,1.0
HG00306,HG00306,1092,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.918055430076002,1.0
NA20507,NA20507,1093,-0.0817298,0.149318,0.0462333,-0.0325454,0.000331279,-0.0731193,0.9614255076508156,0.0
HG01781,HG01781,1094,0.199429,-0.0480964,0.136584,-0.139517,0.116816,-0.020169,0.95097707467427,0.0
NA06986,NA06986,1095,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.6863628232121289,1.0
HG00119,HG00119,1096,0.0221989,-0.0245169,0.032194,-0.000922455,-0.0802616,0.0225189,0.4859730724672187,0.0
NA07357,NA07357,1097,0.240723,-0.016191,0.0865395,-0.0537512,-0.0165444,-0.189756,0.638572530765554,1.0
NA12830,NA12830,1098,-0.076611,0.178561,0.0489977,-0.0399268,-0.0109122,-0.0855241,0.3855452485997288,2.0
HG00306,HG00306,1099,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.8716467992314091,0.0
HG01757,HG01757,1100,0.0166321,0.19066,0.0411253,-0.0180006,0.010614,-0.0325474,0.1711161111831798,0.0
HG01697,HG01697,1101,0.0477548,-0.19984,0.0157704,0.108891,-0.170609,-0.0180724,0.1092815330048823,0.0
HG00260,HG00260,1102,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.8884296489113431,1.0
HG01632,HG01632,1103,-0.0531314,-0.0203435,-0.0947652,-0.18987,0.0475628,0.0545391,0.0209217957573132,0.0
HG01700,HG01700,1104,-0.080625,-0.0932277,-0.303972,-0.0140706,0.256449,-0.0508315,0.5444530529919539,0.0
HG01513,HG01513,1105,-0.0247148,-0.0359307,0.0133364,-0.0419892,-0.00987428,0.0282169,0.4945912316539215,3.0
HG01632,HG01632,1106,-0.0531314,-0.0203435,-0.0947652,-0.18987,0.0475628,0.0545391,0.4880729448329238,0.0
HG00118,HG00118,1107,-0.0199218,0.0961853,0.0194594,-0.0229203,0.0108803,-0.188245,0.4508501395696784,0.0
NA20531,NA20531,1108,-0.0383943,0.0448953,-0.21774,-0.0823379,-0.0598276,0.0214,0.7612787406266414,0.0
HG01694,HG01694,1109,0.23687,-0.0583204,-0.0790984,0.0770998,-0.0200624,0.0370989,0.1062967079389345,1.0
HG01697,HG01697,1110,0.0477548,-0.19984,0.0157704,0.108891,-0.170609,-0.0180724,0.6681207982626437,2.0
NA12058,NA12058,1111,-0.0616015,0.0480476,0.0478979,-0.0783481,-0.0443173,0.042133,0.9199826469710576,1.0
HG01678,HG01678,1112,-0.0569931,-0.0415254,0.0622392,-0.0242724,-0.0817304,0.00388884,0.1544579482393091,0.0
NA11840,NA11840,1113,-0.0724317,0.12983,0.0917499,-0.0542542,-0.0543718,-0.0639938,0.8308608849333651,0.0
HG00157,HG00157,1114,0.358732,0.282947,0.0741495,0.107644,0.106763,0.0431718,0.7319043797293138,0.0
NA20815,NA20815,1115,0.213486,-0.00425593,-0.16849,-0.000945029,-0.115203,0.087417,0.9005004817395365,0.0
HG01766,HG01766,1116,-0.0171831,-0.142198,-0.204733,-0.10007,0.039118,0.195759,0.3617219020376251,0.0
NA20767,NA20767,1117,0.0473759,-0.0643776,-0.0161766,-0.238835,-0.195075,-0.0915127,0.3138230952929932,1.0
NA20815,NA20815,1118,0.213486,-0.00425593,-0.16849,-0.000945029,-0.115203,0.087417,0.7663822494761959,0.0
NA11831,NA11831,1119,-0.0544425,-0.044699,0.0587276,0.153569,-0.0922498,0.041876,0.1020744216390469,0.0
HG01777,HG01777,1120,-0.0244176,0.00694426,0.0988583,-0.11504,-0.000977297,-0.043182,0.7732576905375718,0.0
HG00149,HG00149,1121,-0.0854448,0.113881,0.0392969,-0.00987574,0.0650653,-0.0853253,0.4759420745238777,0.0
HG00112,HG00112,1122,-0.0649857,-0.0721975,0.0930989,0.096849,0.102201,-0.0109156,0.7828467667244954,0.0
NA12006,NA12006,1123,-0.0724132,0.163063,0.0619221,-0.0503014,-0.0148985,-0.0233177,0.8969231572481707,0.0
HG00105,HG00105,1124,-0.046003,-0.0489659,-0.0383098,-0.0214254,-0.00719964,-0.050519,0.6800834293404756,0.0
NA20815,NA20815,1125,0.213486,-0.00425593,-0.16849,-0.000945029,-0.115203,0.087417,0.997169098624606,1.0
HG00285,HG00285,1126,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.6458799730073099,0.0
NA20815,NA20815,1127,0.213486,-0.00425593,-0.16849,-0.000945029,-0.115203,0.087417,0.8527436240127638,2.0
HG00306,HG00306,1128,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.1183806500129307,2.0
HG00308,HG00308,1129,-0.0817021,0.0931623,-0.112903,0.0716068,-0.00341533,0.164967,0.5762081165185275,1.0
HG00149,HG00149,1130,-0.0854448,0.113881,0.0392969,-0.00987574,0.0650653,-0.0853253,0.4618962457115046,1.0
NA12830,NA12830,1131,-0.076611,0.178561,0.0489977,-0.0399268,-0.0109122,-0.0855241,0.6026215759448327,1.0
HG00257,HG00257,1132,0.226051,0.178814,-0.0190135,0.104823,-0.135627,-0.00680127,0.8129158306701926,0.0
HG00110,HG00110,1133,-0.0615003,-0.0103558,0.0819382,0.121776,-0.0347167,0.0152534,0.1039918127683013,0.0
HG01615,HG01615,1134,-0.077007,0.0942175,0.00732509,-0.0569762,-0.103013,0.0928592,0.1099304076824101,0.0
HG00308,HG00308,1135,-0.0817021,0.0931623,-0.112903,0.0716068,-0.00341533,0.164967,0.0971160844344716,0.0
HG00260,HG00260,1136,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.5317017920295376,0.0
NA11892,NA11892,1137,-0.02721,0.00699779,0.0682383,0.0874065,-0.0778205,-0.0551543,0.7471861019514215,0.0
HG00337,HG00337,1138,0.130059,-0.167487,0.0361777,-0.157907,0.0120185,0.0597766,0.2065218447336669,3.0
NA12342,NA12342,1139,-0.0918455,-0.0227421,-0.1557,-0.0499163,0.092139,0.0714606,0.5804943719038925,1.0
NA12282,NA12282,1140,-0.0689231,0.112057,0.0689753,-0.120515,-0.0528392,0.0452239,0.3936075406382217,1.0
NA12154,NA12154,1141,-0.0616887,-0.0467905,0.0665983,0.0234178,-0.00023094,0.00283652,0.9990396195196868,0.0
HG01694,HG01694,1142,0.23687,-0.0583204,-0.0790984,0.0770998,-0.0200624,0.0370989,0.2542873954564881,0.0
NA12342,NA12342,1143,-0.0918455,-0.0227421,-0.1557,-0.0499163,0.092139,0.0714606,0.0100540242416701,0.0
HG00278,HG00278,1144,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.5582466332423398,0.0
NA12282,NA12282,1145,-0.0689231,0.112057,0.0689753,-0.120515,-0.0528392,0.0452239,0.6278363244599228,1.0
NA12144,NA12144,1146,-0.0628382,0.0463128,-0.0579183,-0.00188508,-0.0479053,0.145789,0.1418226754924964,0.0
NA20587,NA20587,1147,-0.0655376,-0.0169823,-0.205379,-0.0807323,0.0621147,0.0205377,0.8123268742525874,0.0
NA11892,NA11892,1148,-0.02721,0.00699779,0.0682383,0.0874065,-0.0778205,-0.0551543,0.036993286945633,0.0
HG00365,HG00365,1149,-0.0738082,0.0718821,0.0154645,0.115498,-0.0636203,0.152563,0.6765174021250577,1.0
NA12717,NA12717,1150,-0.0517463,-0.101771,0.0393673,0.0851803,-0.0545942,0.104938,0.2175134406529538,0.0
NA06986,NA06986,1151,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.4507245731677071,0.0
NA20800,NA20800,1152,-0.0581381,0.0681006,-0.107146,0.0384945,0.0477333,-0.0850277,0.6096175084586766,0.0
NA06994,NA06994,1153,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.8100004659885028,0.0
NA12006,NA12006,1154,-0.0724132,0.163063,0.0619221,-0.0503014,-0.0148985,-0.0233177,0.0229723626276637,2.0
HG00129,HG00129,1155,-0.0485976,-0.00237654,0.086968,-0.108024,0.00436165,-0.0286327,0.7107235375050291,0.0
HG01680,HG01680,1156,-0.0325225,-0.0322554,-0.0271042,0.0569523,-0.140193,0.0208776,0.3192384513487674,0.0
NA11994,NA11994,1157,-0.0859042,0.013716,-0.0115337,0.094445,0.0541684,0.0293255,0.7643967746143033,0.0
NA11892,NA11892,1158,-0.02721,0.00699779,0.0682383,0.0874065,-0.0778205,-0.0551543,0.8602193897096736,0.0
HG00365,HG00365,1159,-0.0738082,0.0718821,0.0154645,0.115498,-0.0636203,0.152563,0.291604640652469,0.0
HG01625,HG01625,1160,-0.0427423,-0.106628,0.0379249,-0.0258646,0.00684457,-0.114104,0.8399592726895223,1.0
HG00157,HG00157,1161,0.358732,0.282947,0.0741495,0.107644,0.106763,0.0431718,0.987618048937386,1.0
NA12878,NA12878,1162,-0.0532884,-0.0974422,0.125766,0.0232287,0.0138927,-0.011828,0.1093155652067907,0.0
NA20531,NA20531,1163,-0.0383943,0.0448953,-0.21774,-0.0823379,-0.0598276,0.0214,0.9214512524986452,0.0
NA12761,NA12761,1164,-0.0721329,0.0635604,0.112819,-3.41985e-05,-0.00318633,-0.0396784,0.5287040448358273,2.0
HG01521,HG01521,1165,-0.0350089,-0.0477871,0.0565616,-0.123681,0.0320267,-0.118881,0.9359657488530532,0.0
HG00185,HG00185,1166,-0.072628,-0.0267712,0.0185884,0.0354522,0.139574,-0.172012,0.2357669942517561,0.0
HG00260,HG00260,1167,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.6403126804327516,0.0
HG00285,HG00285,1168,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.7253547834864658,0.0
NA20525,NA20525,1169,-0.0604244,-0.146875,0.0497016,0.169142,0.0318099,0.0778058,0.6138397714265029,0.0
NA20832,NA20832,1170,0.0156503,-0.0859207,-0.368896,0.0170902,0.111468,0.096163,0.1600120393337473,1.0
HG00371,HG00371,1171,0.279181,0.0181408,0.0292064,0.00501127,0.19155,0.284802,0.586103744911441,0.0
HG01697,HG01697,1172,0.0477548,-0.19984,0.0157704,0.108891,-0.170609,-0.0180724,0.9883920306359286,0.0
HG01781,HG01781,1173,0.199429,-0.0480964,0.136584,-0.139517,0.116816,-0.020169,0.1573142616197097,1.0
HG01630,HG01630,1174,-0.0463429,-0.0514446,0.0167619,0.186189,-0.034876,-0.000161664,0.5499753419473943,0.0
NA20531,NA20531,1175,-0.0383943,0.0448953,-0.21774,-0.0823379,-0.0598276,0.0214,0.1473309066650989,0.0
NA06986,NA06986,1176,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.3748194142841849,0.0
NA11933,NA11933,1177,-0.0902288,0.110925,-0.0501546,0.0727031,0.0160781,0.110045,0.4909322528422055,0.0
HG01521,HG01521,1178,-0.0350089,-0.0477871,0.0565616,-0.123681,0.0320267,-0.118881,0.225987320096224,0.0
NA12144,NA12144,1179,-0.0628382,0.0463128,-0.0579183,-0.00188508,-0.0479053,0.145789,0.3581681606777744,0.0
HG00244,HG00244,1180,-0.0673212,0.0153288,0.104511,0.00960455,0.0934578,-0.142927,0.86809160994097,0.0
HG00105,HG00105,1181,-0.046003,-0.0489659,-0.0383098,-0.0214254,-0.00719964,-0.050519,0.718255805697804,0.0
NA12006,NA12006,1182,-0.0724132,0.163063,0.0619221,-0.0503014,-0.0148985,-0.0233177,0.0877489836164127,0.0
NA20515,NA20515,1183,-0.0407623,-0.151595,0.122369,-0.101398,-0.0282697,-0.0777949,0.9129448748399788,0.0
NA20800,NA20800,1184,-0.0581381,0.0681006,-0.107146,0.0384945,0.0477333,-0.0850277,0.8301029774443821,1.0
NA12004,NA12004,1185,-0.0578375,-0.0123527,0.108871,-0.0423192,-0.030312,-0.0295321,0.0771319051719316,0.0
HG02239,HG02239,1186,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.0353412465917782,1.0
HG00112,HG00112,1187,-0.0649857,-0.0721975,0.0930989,0.096849,0.102201,-0.0109156,0.7658192221169711,0.0
NA11892,NA11892,1188,-0.02721,0.00699779,0.0682383,0.0874065,-0.0778205,-0.0551543,0.879947931627433,0.0
NA06994,NA06994,1189,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.8100004659885028,0.0
HG01513,HG01513,1190,-0.0247148,-0.0359307,0.0133364,-0.0419892,-0.00987428,0.0282169,0.7887964041511495,0.0
